"epoch","Name: explicit_transformerpred - _step","Name: explicit_transformerpred - _step__MIN","Name: explicit_transformerpred - _step__MAX","Name: explicit_transformerpred - train/params_MSE","Name: explicit_transformerpred - train/params_MSE__MIN","Name: explicit_transformerpred - train/params_MSE__MAX","Name: explicit_knownpred - _step","Name: explicit_knownpred - _step__MIN","Name: explicit_knownpred - _step__MAX","Name: explicit_knownpred - train/params_MSE","Name: explicit_knownpred - train/params_MSE__MIN","Name: explicit_knownpred - train/params_MSE__MAX"
"257","541","541","541","0.01163074653595686","0.01013523805886507","0.015331603586673737","541","541","541","0.0055514074396342036","0.004413396120071411","0.007186041679233313"
"258","543","543","543","0.011154101975262166","0.009721076115965843","0.014403094537556171","543","543","543","0.005475238151848316","0.004359131678938866","0.006895191036164761"
"259","545","545","545","0.01171191269531846","0.010163318365812302","0.013303758576512337","545","545","545","0.0057925405912101265","0.004574193619191647","0.007197333034127951"
"260","548","548","548","0.011527691967785358","0.01007995568215847","0.013891440816223621","548","548","548","0.005357089848257601","0.0034679316449910402","0.0065010846592485905"
"261","550","550","550","0.011139966547489166","0.010332521051168442","0.012214239686727524","550","550","550","0.005526817589998245","0.0042605092748999596","0.007712210062891245"
"262","552","552","552","0.010825598519295454","0.009770222008228302","0.011932372115552425","552","552","552","0.005228004464879632","0.004316297825425863","0.006268809549510479"
"263","554","554","554","0.010991558898240328","0.00971123855561018","0.012291396036744118","554","554","554","0.00537255834788084","0.004697672091424465","0.006105199456214905"
"264","556","556","556","0.010372097045183182","0.008821172639727592","0.01285996101796627","556","556","556","0.004862671415321529","0.003752821357920766","0.006851361598819494"
"265","558","558","558","0.010565616004168988","0.009201304987072945","0.011536827310919762","558","558","558","0.005318880826234817","0.004356780555099249","0.007738752756267786"
"266","560","560","560","0.010587334446609021","0.009238931350409985","0.012086799368262291","560","560","560","0.005410224851220846","0.003992137499153614","0.006868700031191111"
"267","562","562","562","0.010519756376743317","0.009460368193686008","0.012388290837407112","562","562","562","0.00528754077386111","0.003304858924821019","0.007083010859787464"
"268","564","564","564","0.011073953099548816","0.009984306059777737","0.01225928496569395","564","564","564","0.005259879166260362","0.0038057900965213776","0.006381345447152853"
"269","566","566","566","0.010945797711610795","0.009640933014452457","0.01325737964361906","566","566","566","0.005074507044628263","0.004288319032639265","0.005749496631324291"
"270","569","569","569","0.010329321958124638","0.009396731853485107","0.01239392627030611","569","569","569","0.004698478989303112","0.004023498855531216","0.005648286547511816"
"271","571","571","571","0.010106709878891706","0.008461548015475273","0.012423135340213776","571","571","571","0.004875189717859029","0.003767615184187889","0.006164124701172113"
"272","573","573","573","0.010314620565623045","0.009261470288038254","0.01193535141646862","573","573","573","0.005345770297572017","0.004527899902313948","0.0062640076503157616"
"273","575","575","575","0.010483346506953239","0.009260296821594238","0.011767560616135597","575","575","575","0.005719350790604949","0.004725589882582426","0.006543390452861786"
"274","577","577","577","0.01051264489069581","0.00830089207738638","0.012932123616337776","577","577","577","0.00522110597230494","0.0041345758363604546","0.007219740189611912"
"275","579","579","579","0.010540222190320492","0.008730517700314522","0.013397520408034325","579","579","579","0.00530868349596858","0.004060797393321991","0.006525671575218439"
"276","581","581","581","0.010895502008497714","0.008668982423841953","0.014086216688156128","581","581","581","0.005248637031763792","0.0041393106803298","0.006079942919313908"
"277","583","583","583","0.010199585370719433","0.00822545401751995","0.012006176635622978","583","583","583","0.00504158460535109","0.004471943248063326","0.005744318477809429"
"278","585","585","585","0.011204466037452222","0.00957650039345026","0.013419775292277336","585","585","585","0.0053599643055349585","0.0036175698041915894","0.006683276500552893"
"279","587","587","587","0.010933926980942487","0.010322194546461105","0.011893920600414276","587","587","587","0.0051721998024731874","0.004110927227884531","0.006233985535800457"
"280","590","590","590","0.01046233270317316","0.008893294259905815","0.013626118190586567","590","590","590","0.00498411045409739","0.004285174421966076","0.0057570054195821285"
"281","592","592","592","0.011246686708182097","0.008395297452807426","0.014231255277991295","592","592","592","0.005526697775349021","0.0045361509546637535","0.006400889717042446"
"282","594","594","594","0.010110905673354865","0.008357523009181023","0.011580823920667171","594","594","594","0.005010728631168604","0.0035433131270110607","0.006154689006507397"
"283","596","596","596","0.010145950317382812","0.008675706572830677","0.012264123186469078","596","596","596","0.005334946792572737","0.004082769621163607","0.006478491239249706"
"284","598","598","598","0.010211452562361955","0.008746741339564323","0.012563953176140785","598","598","598","0.0048487790860235695","0.0033100112341344357","0.006477511487901211"
"285","600","600","600","0.010949320439249278","0.009120432659983635","0.01464291661977768","600","600","600","0.005257870629429817","0.004139495547860861","0.007347915321588516"
"286","602","602","602","0.010448866710066795","0.009544691070914268","0.011159061454236507","602","602","602","0.005328331980854273","0.004202898591756821","0.007446072995662689"
"287","604","604","604","0.010059279296547175","0.008693642914295197","0.01303669810295105","604","604","604","0.0051156648900359866","0.004420306999236345","0.007115974090993404"
"288","606","606","606","0.010147249978035688","0.00828178133815527","0.011521497741341591","606","606","606","0.004953607567586005","0.0037636731285601854","0.008382848463952541"
"289","608","608","608","0.010846276301890612","0.00906342826783657","0.013059203512966633","608","608","608","0.0050259840907529","0.0036006972659379244","0.006341821048408747"
"290","611","611","611","0.010876405239105224","0.008738921023905277","0.013622717931866646","611","611","611","0.0050375792663544415","0.0042985714972019196","0.006228298880159855"
"291","613","613","613","0.010242670215666294","0.008369711227715015","0.012135681696236134","613","613","613","0.004980963608250022","0.0036522685550153255","0.005979458801448345"
"292","615","615","615","0.010261425282806158","0.008860699832439423","0.011367935687303543","615","615","615","0.004894265346229077","0.003767878981307149","0.006542482413351536"
"293","617","617","617","0.010364548955112695","0.009184574708342552","0.011626707389950752","617","617","617","0.004861126886680722","0.004175356589257717","0.005727029405534267"
"294","619","619","619","0.010257589910179377","0.00886855274438858","0.011574756354093552","619","619","619","0.0045745788840577005","0.0028335198294371367","0.005702950991690159"
"295","621","621","621","0.01046872278675437","0.00913386419415474","0.011934657581150532","621","621","621","0.004972410062327981","0.0037102061323821545","0.006458552088588476"
"296","623","623","623","0.010275475308299064","0.008816077373921871","0.011846099980175495","623","623","623","0.005079128569923342","0.0037967090029269457","0.0060904426500201225"
"297","625","625","625","0.009848956856876612","0.008093731477856636","0.012260468676686287","625","625","625","0.004873647820204496","0.004000576678663492","0.006512682884931564"
"298","627","627","627","0.009897970966994763","0.008158436045050621","0.012777735479176044","627","627","627","0.004940664302557707","0.003734774421900511","0.006327691487967968"
"299","629","629","629","0.010391486715525389","0.008157828822731972","0.011867016553878784","629","629","629","0.004776248615235091","0.003432278987020254","0.006163593847304583"
"300","632","632","632","0.010463587706908584","0.007672542240470648","0.013643319718539715","632","632","632","0.004737707902677357","0.0030896805692464113","0.0057778977788984776"
"301","634","634","634","0.009974753018468618","0.008366384543478489","0.01094443816691637","634","634","634","0.004534597019664943","0.003530514659360051","0.005555510520935059"
"302","636","636","636","0.01040330994874239","0.009618967771530151","0.01188497431576252","636","636","636","0.004762296983972192","0.003818813245743513","0.0056795706041157246"
"303","638","638","638","0.010285265557467938","0.009449715726077557","0.011507777497172356","638","638","638","0.004960411484353245","0.003743046196177602","0.006204024888575077"
"304","640","640","640","0.010405174642801284","0.009498557075858116","0.013125954195857048","640","640","640","0.004938824521377683","0.0039979759603738785","0.006394651718437672"
"305","642","642","642","0.01003843517974019","0.009241905994713306","0.010635526850819588","642","642","642","0.005302972160279751","0.004379694815725088","0.006281976588070393"
"306","644","644","644","0.009557617362588644","0.008416784927248955","0.010922432877123356","644","644","644","0.004881431674584746","0.004008512478321791","0.00690770149230957"
"307","646","646","646","0.00942436819896102","0.0076256440952420235","0.011819063685834408","646","646","646","0.004354430199600756","0.0033157195430248976","0.005114033352583647"
"308","648","648","648","0.00952775776386261","0.008093644864857197","0.011015504598617554","648","648","648","0.004953126865439117","0.00289132515899837","0.006436237599700689"
"309","650","650","650","0.009702567756175996","0.008078576065599918","0.011156863532960415","650","650","650","0.004549839138053358","0.0035008382983505726","0.005612083710730076"
"310","653","653","653","0.009632489643990993","0.008945820853114128","0.01087313424795866","653","653","653","0.004481686814688146","0.0030614975839853287","0.005395982880145311"
"311","655","655","655","0.009952117130160332","0.008374860510230064","0.011058075353503227","655","655","655","0.0048711913172155615","0.0037957835011184216","0.0065869661048054695"
"312","657","657","657","0.010124155692756176","0.009279897436499596","0.012269618920981884","657","657","657","0.004960059467703104","0.004059889819473028","0.006666117813438177"
"313","659","659","659","0.009456023946404457","0.007397047244012356","0.011078445240855217","659","659","659","0.004632344702258706","0.00352204660885036","0.005909775383770466"
"314","661","661","661","0.009805116988718509","0.008331680670380592","0.011976903304457664","661","661","661","0.004480683384463191","0.003683824557811022","0.005538347642868757"
"315","663","663","663","0.00966424373909831","0.008460801094770432","0.011017638258635998","663","663","663","0.004404649906791747","0.0034165331162512302","0.005357642658054829"
"316","665","665","665","0.00934148239903152","0.007383896503597498","0.01123139075934887","665","665","665","0.004329728148877621","0.003446397604420781","0.005318851675838232"
"317","667","667","667","0.010520090628415347","0.006811902858316898","0.012727377004921436","667","667","667","0.004872888629324734","0.0034445319324731827","0.0060270801186561584"
"318","669","669","669","0.009729885403066874","0.0086824931204319","0.011001011356711388","669","669","669","0.004845509259030223","0.003268720116466284","0.006487279199063778"
"319","671","671","671","0.009096605330705642","0.008198004215955734","0.010035865008831024","671","671","671","0.0044582558562979106","0.0033727113623172045","0.005452383309602737"
"320","674","674","674","0.009950616210699082","0.0084385322406888","0.012472342699766159","674","674","674","0.004713266133330762","0.0035398981999605894","0.005475018173456192"
"321","676","676","676","0.009687066590413452","0.007165654096752405","0.012984390370547771","676","676","676","0.004628394776955247","0.0035032127052545547","0.00575361680239439"
"322","678","678","678","0.009791310038417577","0.007583850063383579","0.012155088596045971","678","678","678","0.004833576711826026","0.0037579007912427187","0.006282411515712738"
"323","680","680","680","0.009407228697091341","0.007616542279720306","0.011622069403529167","680","680","680","0.004481018101796508","0.0035695373080670834","0.005564664490520954"
"324","682","682","682","0.009551742020994425","0.008103759028017521","0.011593790724873543","682","682","682","0.004707788000814617","0.003871612949296832","0.005631101783365011"
"325","684","684","684","0.009542911220341921","0.007493801414966583","0.011535558849573135","684","684","684","0.004291383340023458","0.0036212094128131866","0.004963355604559183"
"326","686","686","686","0.009890323877334595","0.009012354537844658","0.011783013120293617","686","686","686","0.004400585242547095","0.0033929746132344007","0.005576558876782656"
"327","688","688","688","0.009436230966821313","0.006900159176439047","0.010646392591297626","688","688","688","0.004236992169171572","0.003229885594919324","0.006010418292135"
"328","690","690","690","0.008911812538281083","0.007615482900291681","0.01111378613859415","690","690","690","0.00415837075561285","0.0029229680076241493","0.006103613879531622"
"329","692","692","692","0.009614125452935695","0.0077705783769488335","0.010657365433871746","692","692","692","0.0049934163456782695","0.0029799267649650574","0.010563368909060955"
"330","695","695","695","0.009236818924546242","0.008057394064962864","0.010867901146411896","695","695","695","0.004461052105762064","0.0030238255858421326","0.006021927110850811"
"331","697","697","697","0.008647212386131286","0.007623492740094662","0.010226225480437279","697","697","697","0.004262201976962388","0.003832997754216194","0.00502961128950119"
"332","699","699","699","0.008736168686300515","0.00699514988809824","0.010192292742431164","699","699","699","0.004349887790158391","0.003730164375156164","0.005125205032527447"
"333","701","701","701","0.00886658001691103","0.006590282078832388","0.01017757598310709","701","701","701","0.004491098062135279","0.0031926080118864775","0.0057714250870049"
"334","703","703","703","0.009024631371721626","0.007744093891233206","0.010513512417674065","703","703","703","0.004524086322635412","0.0032659764401614666","0.0057137636467814445"
"335","705","705","705","0.00936903702095151","0.007673756219446659","0.010937117040157318","705","705","705","0.004520647320896387","0.0036660649348050356","0.005556738935410976"
"336","707","707","707","0.009085182193666696","0.007049958221614361","0.01133599504828453","707","707","707","0.004307078896090388","0.0031782411970198154","0.005140616092830896"
"337","709","709","709","0.009245018707588315","0.0074734194204211235","0.011006349697709084","709","709","709","0.004334868164733052","0.0032476496417075396","0.005505156237632036"
"338","711","711","711","0.009290135931223631","0.0077493153512477875","0.010896365158259869","711","711","711","0.004342135041952133","0.0034722029231488705","0.005449761636555195"
"339","713","713","713","0.009573374083265663","0.007437614258378744","0.011305002495646477","713","713","713","0.004257483361288905","0.0035086374264210463","0.005714389029890299"
"340","716","716","716","0.009488781820982695","0.007799733430147171","0.010742221027612686","716","716","716","0.004271856835111975","0.0032584965229034424","0.005271546542644501"
"341","718","718","718","0.009508928190916777","0.006916275713592768","0.012544834986329079","718","718","718","0.004314307821914554","0.0034493408165872097","0.005261361598968506"
"342","720","720","720","0.009204873396083713","0.006954294629395008","0.010887755081057549","720","720","720","0.004267340363003314","0.003082358743995428","0.006535038352012634"
"343","722","722","722","0.009137068688869477","0.007829928770661354","0.010631836950778961","722","722","722","0.004192756698466837","0.0036185993812978268","0.005213561002165079"
"344","724","724","724","0.009520129859447479","0.007872987538576126","0.01113127451390028","724","724","724","0.004343254072591662","0.0035426481626927853","0.005245984066277742"
"345","726","726","726","0.009233448281884193","0.0076239705085754395","0.011202406138181686","726","726","726","0.004390294663608074","0.0033260874915868044","0.005756448023021221"
"346","728","728","728","0.008961902745068074","0.007570025511085987","0.010350294411182404","728","728","728","0.004405049793422222","0.0032870196737349033","0.005778424441814423"
"347","730","730","730","0.00893111452460289","0.007709759287536144","0.01082199439406395","730","730","730","0.004551352350972593","0.003531666472554207","0.006413355469703674"
"348","732","732","732","0.008859949093312025","0.007470070384442806","0.010712241753935814","732","732","732","0.004646330256946385","0.0033199333120137453","0.005717484746128321"
"349","734","734","734","0.00841526873409748","0.006802013609558344","0.009972860105335712","734","734","734","0.004206672962754965","0.0028831716626882553","0.006717806216329336"
"350","737","737","737","0.008809137530624867","0.00717566255480051","0.010223513469099998","737","737","737","0.004087893082760275","0.0034726287703961134","0.0050787003710865974"
"351","739","739","739","0.00928034340031445","0.007587139960378408","0.011361486278474331","739","739","739","0.004010137426666916","0.003030282910913229","0.006292509380728006"
"352","741","741","741","0.009176299907267094","0.008035240694880486","0.010891508311033249","741","741","741","0.004289240413345397","0.0031894829589873552","0.0060446616262197495"
"353","743","743","743","0.008993042493239045","0.007687525358051062","0.010006560012698174","743","743","743","0.004520210763439536","0.0035257339477539062","0.005426362156867981"
"354","745","745","745","0.009159834217280149","0.007910778746008873","0.011442567221820354","745","745","745","0.004430060251615941","0.0035414001904428005","0.005553280469030142"
"355","747","747","747","0.009457452222704887","0.007661178708076477","0.010644333437085152","747","747","747","0.004576796223409474","0.003157554194331169","0.006759692914783955"
"356","749","749","749","0.009057589247822762","0.0077535612508654594","0.010576728731393814","749","749","749","0.004210227262228727","0.002766047604382038","0.005635409150272608"
"357","751","751","751","0.00897217052988708","0.007216053549200296","0.010602275840938091","751","751","751","0.004483539192005992","0.002822463633492589","0.006308998912572861"
"358","753","753","753","0.009193486487492918","0.006716317497193813","0.011360421776771545","753","753","753","0.004086200310848653","0.002704940503463149","0.005176662467420101"
"359","755","755","755","0.008956299815326928","0.007097856607288122","0.011081593111157417","755","755","755","0.004285721271298826","0.002983283717185259","0.0060328529216349125"
"360","758","758","758","0.009082305850461126","0.007124470081180334","0.011248103342950344","758","758","758","0.00419595509301871","0.002735123038291931","0.005674512125551701"
"361","760","760","760","0.009555179066956044","0.008142483420670033","0.010957053862512112","760","760","760","0.004253239161334932","0.0026000041980296373","0.005078383721411228"
"362","762","762","762","0.008848311332985758","0.006912583019584417","0.01097621489316225","762","762","762","0.0038657283410429956","0.002827264368534088","0.005314734764397144"
"363","764","764","764","0.008645856427028776","0.007381791714578867","0.010100482031702995","764","764","764","0.0038925168802961705","0.002805616706609726","0.005890888161957264"
"364","766","766","766","0.009458652278408409","0.007327513303607702","0.011747291311621666","766","766","766","0.004085672134533524","0.0026736247818917036","0.004763707518577576"
"365","768","768","768","0.009100197721272707","0.007939426228404045","0.01124732568860054","768","768","768","0.004008620860986412","0.0036339748185127974","0.005152455531060696"
"366","770","770","770","0.008670506905764342","0.007357165217399597","0.012101619504392147","770","770","770","0.003945493255741894","0.00298814894631505","0.0051460666581988335"
"367","772","772","772","0.008372260211035609","0.0075685931369662285","0.009725603275001049","772","772","772","0.004118591244332492","0.0028214205522090197","0.006535886321216822"
"368","774","774","774","0.008463622163981199","0.006864077411592007","0.010473947040736675","774","774","774","0.004533897759392858","0.0033341210801154375","0.006710972636938095"
"369","776","776","776","0.008756332565099001","0.007382520940154791","0.009808555245399475","776","776","776","0.004522963496856392","0.003378264605998993","0.006514757871627808"
"370","779","779","779","0.008917438285425305","0.007391799241304398","0.010477002710103989","779","779","779","0.004208828089758754","0.0034138753544539213","0.005761733278632164"
"371","781","781","781","0.008697937615215779","0.007294421084225178","0.009968259371817112","781","781","781","0.004143316019326449","0.0033423895947635174","0.004942114464938641"
"372","783","783","783","0.00864100893959403","0.007206842303276062","0.01155603677034378","783","783","783","0.003983686026185751","0.002833183156326413","0.005372237879782915"
"373","785","785","785","0.008116514328867197","0.006903582718223333","0.00959172286093235","785","785","785","0.003992786025628447","0.0031482998747378588","0.005283918231725693"
"374","787","787","787","0.008204581821337343","0.007485849317163229","0.01028915960341692","787","787","787","0.003837019973434508","0.002769827377051115","0.005266350694000721"
"375","789","789","789","0.008579552778974176","0.007039172109216452","0.012862998060882092","789","789","789","0.003879517130553722","0.003086941549554467","0.004574485123157501"
"376","791","791","791","0.008042130200192333","0.006801326759159565","0.00944528728723526","791","791","791","0.00374537103343755","0.0028746274765580893","0.004329073708504438"
"377","793","793","793","0.008496752055361868","0.007089645601809025","0.011192889884114265","793","793","793","0.004036331176757812","0.003376402659341693","0.004499461501836777"
"378","795","795","795","0.008186576142907142","0.006695398595184088","0.010522553697228432","795","795","795","0.0036621109815314413","0.0028019563760608435","0.004383583553135395"
"379","797","797","797","0.008224798087030648","0.007279380224645138","0.010034268721938133","797","797","797","0.00398648208938539","0.0032637871336191893","0.0053287590853869915"
"380","800","800","800","0.008364921342581511","0.007052009459584951","0.009595107287168503","800","800","800","0.004065747745335102","0.00288094999268651","0.005637745838612318"
"381","802","802","802","0.008183525735512375","0.006666772998869419","0.009768172167241573","802","802","802","0.0038349540671333672","0.0024014052469283342","0.006003995425999165"
"382","804","804","804","0.008147278288379311","0.006243779323995113","0.009941978380084038","804","804","804","0.0037579844007268547","0.003092245664447546","0.004819382913410664"
"383","806","806","806","0.007771015865728259","0.006689365021884441","0.008632798679172993","806","806","806","0.0037818785756826402","0.0026501230895519257","0.005378732457756996"
"384","808","808","808","0.007958903070539236","0.006674007512629032","0.009117505513131618","808","808","808","0.003838936728425324","0.0031017407309263945","0.004948397632688284"
"385","810","810","810","0.008413946069777013","0.007497513201087713","0.009610959328711033","810","810","810","0.00375404276419431","0.002754038665443659","0.0047056241892278194"
"386","812","812","812","0.008678470551967622","0.007947925478219986","0.009501850232481956","812","812","812","0.004020554758608341","0.0027486574836075306","0.005013125482946634"
"387","814","814","814","0.008174922317266464","0.0072880955412983894","0.009359046816825867","814","814","814","0.004131685406900942","0.0031857762951403856","0.004917957819998264"
"388","816","816","816","0.008503566728904843","0.007101425435394049","0.010112320072948933","816","816","816","0.00399654833599925","0.002805800177156925","0.005227663554251194"
"389","818","818","818","0.008317626966163515","0.0065330327488482","0.009880593977868557","818","818","818","0.004290817794390023","0.0025546231772750616","0.006680042948573828"
"390","821","821","821","0.008426429703831673","0.006449618376791477","0.01029381062835455","821","821","821","0.004204901936464012","0.0024288163986057043","0.0052197338081896305"
"391","823","823","823","0.008416022779420019","0.006596693303436041","0.009811216033995152","823","823","823","0.00403396503534168","0.0028672798071056604","0.004965006373822689"
"392","825","825","825","0.008332521095871926","0.007261243648827076","0.009741352871060371","825","825","825","0.0042114056879654525","0.0031334131490439177","0.006664379499852657"
"393","827","827","827","0.008666628273203969","0.007443433161824942","0.009883790276944637","827","827","827","0.00419338745996356","0.003386820899322629","0.0048823608085513115"
"394","829","829","829","0.008067183429375291","0.006532157305628061","0.010038738138973713","829","829","829","0.003980523347854615","0.0028690150938928127","0.005884787533432245"
"395","831","831","831","0.008128253230825066","0.00690233800560236","0.009094132110476494","831","831","831","0.0038686278043314815","0.0024144607596099377","0.005064785480499268"
"396","833","833","833","0.008055238565430046","0.0069047980941832066","0.008940143510699272","833","833","833","0.003566827136091888","0.002735803835093975","0.004297833889722824"
"397","835","835","835","0.008488970575854182","0.006857297383248806","0.010193431749939919","835","835","835","0.003979988885112107","0.002894710749387741","0.005464349407702684"
"398","837","837","837","0.008589627267792822","0.005713202990591526","0.011381714604794979","837","837","837","0.0042504742974415425","0.0032625794410705566","0.005964509677141905"
"399","839","839","839","0.00797444791533053","0.006441825535148382","0.008767740800976753","839","839","839","0.003874951903708279","0.0032151304185390472","0.004433307331055403"
"400","842","842","842","0.007493583019822836","0.006461985409259796","0.009440808556973934","842","842","842","0.003722104267217219","0.0022962649818509817","0.004756911192089319"
"401","844","844","844","0.007722941320389509","0.006570328027009964","0.009880682453513145","844","844","844","0.003876731195487082","0.0031660241074860096","0.004835671279579401"
"402","846","846","846","0.00799016710370779","0.006491416599601507","0.00937487743794918","846","846","846","0.0038103196071460842","0.003173191798850894","0.0044260453432798386"
"403","848","848","848","0.008058961387723685","0.007153419312089682","0.009060254320502281","848","848","848","0.0036826453404501082","0.0029642931185662746","0.00443078251555562"
"404","850","850","850","0.008287276234477758","0.006914018653333187","0.009693745523691177","850","850","850","0.004011790244840085","0.0027644585352391005","0.004958766512572765"
"405","852","852","852","0.007950873160734773","0.006707236170768738","0.010105994530022144","852","852","852","0.0038020563079044223","0.0029325042851269245","0.004840725567191839"
"406","854","854","854","0.00794572215527296","0.006454461254179478","0.009193685837090015","854","854","854","0.0037098198663443327","0.0025956009048968554","0.005583140067756176"
"407","856","856","856","0.007815095409750939","0.006485454738140106","0.008571420796215534","856","856","856","0.0036830241791903973","0.0029080624226480722","0.004793120082467794"
"408","858","858","858","0.008335061138495803","0.007619072683155537","0.009752349928021431","858","858","858","0.0038363972678780557","0.003393637016415596","0.004436262883245945"
"409","860","860","860","0.00853697331622243","0.005991655867546797","0.0111654382199049","860","860","860","0.00401236757170409","0.003074565203860402","0.0052815815433859825"
"410","863","863","863","0.00798939736559987","0.006946554873138666","0.009545687586069107","863","863","863","0.0038733113324269652","0.0032448272686451674","0.005157000385224819"
"411","865","865","865","0.0076511751394718885","0.005936155095696449","0.009086595848202705","865","865","865","0.0035233447793871163","0.0024816342629492283","0.0043584927916526794"
"412","867","867","867","0.00790910767391324","0.006840156856924295","0.008712873794138432","867","867","867","0.0038364035775884987","0.002751230727881193","0.00497937947511673"
"413","869","869","869","0.007708100182935595","0.006831440143287182","0.00883046817034483","869","869","869","0.0035872376756742597","0.0030822381377220154","0.004799642600119114"
"414","871","871","871","0.008217150438576936","0.006956275552511215","0.009517264552414417","871","871","871","0.004142994224093854","0.002923067193478346","0.00496158329769969"
"415","873","873","873","0.00775030143558979","0.006261575035750866","0.009473654441535473","873","873","873","0.0036965053062886","0.002901318948715925","0.0045753056183457375"
"416","875","875","875","0.008203044021502136","0.007370305713266134","0.009344696998596191","875","875","875","0.004010484670288861","0.003129006829112768","0.005068809725344181"
"417","877","877","877","0.007901044515892863","0.005870757158845663","0.009661947377026081","877","877","877","0.003802779712714255","0.0026383898220956326","0.004995217081159353"
"418","879","879","879","0.007882854714989663","0.0064203874208033085","0.00848921574652195","879","879","879","0.0036467439262196422","0.00297103775665164","0.004183311481028795"
"419","881","881","881","0.00779941426590085","0.006199250463396311","0.009709764271974564","881","881","881","0.0036158127710223197","0.002562532667070627","0.0047457171604037285"
"420","884","884","884","0.007648841617628932","0.006335094571113586","0.009293721988797188","884","884","884","0.003771422267891467","0.002955953823402524","0.005058136768639088"
"421","886","886","886","0.007274794951081276","0.005558498203754425","0.008441576734185219","886","886","886","0.003640255215577781","0.002543169539421797","0.005355507135391235"
"422","888","888","888","0.007251834543421864","0.005801171995699406","0.008721012622117996","888","888","888","0.0035626554396003484","0.0027246656827628613","0.004475033842027187"
"423","890","890","890","0.00763014554977417","0.006761913187801838","0.008981602266430855","890","890","890","0.003506224392913282","0.0028196615166962147","0.004246474243700504"
"424","892","892","892","0.007624610839411616","0.0063446261920034885","0.009700741618871689","892","892","892","0.003584127896465361","0.0022678417153656483","0.004173424560576677"
"425","894","894","894","0.008013445837423205","0.006464449223130941","0.009156514890491962","894","894","894","0.003799970238469541","0.002502803225070238","0.004785727709531784"
"426","896","896","896","0.007698410283774137","0.00628319289535284","0.008924698457121849","896","896","896","0.003660438139922917","0.0025538348127156496","0.005144881550222635"
"427","898","898","898","0.007273987587541342","0.005190256051719189","0.009248225018382072","898","898","898","0.003301933221518993","0.0023403416853398085","0.00442183343693614"
"428","900","900","900","0.007685144525021314","0.006465175189077854","0.009770527482032776","900","900","900","0.003734021750278771","0.0022921240888535976","0.004707029554992914"
"429","902","902","902","0.007875243527814746","0.006355179939419031","0.010330683551728725","902","902","902","0.003575076162815094","0.002824022900313139","0.004340349230915308"
"430","905","905","905","0.00775892473757267","0.006526801735162735","0.008884334936738014","905","905","905","0.003493796894326806","0.002782901981845498","0.004244169685989618"
"431","907","907","907","0.008286929223686457","0.007100958377122879","0.010068417526781559","907","907","907","0.0037506114924326537","0.0029797025490552187","0.0055779339745640755"
"432","909","909","909","0.007684419071301818","0.006364850793033838","0.009024733677506447","909","909","909","0.0035457612248137593","0.002611102070659399","0.00418913085013628"
"433","911","911","911","0.008229567296802997","0.007137402892112732","0.00954978447407484","911","911","911","0.0036123387049883603","0.002624026732519269","0.004703198093920946"
"434","913","913","913","0.007971958210691809","0.006846544798463583","0.010399365797638893","913","913","913","0.0036044180276803674","0.0019463353091850877","0.004386642016470432"
"435","915","915","915","0.008015828114002943","0.0071622333489358425","0.009021058678627014","915","915","915","0.003724660724401474","0.0029519707895815372","0.004671823233366013"
"436","917","917","917","0.00708750900812447","0.0053456733003258705","0.008401060476899147","917","917","917","0.0033896603854373097","0.0026199864223599434","0.004356706514954567"
"437","919","919","919","0.0073645242489874365","0.006162256933748722","0.008625135757029057","919","919","919","0.003517581685446203","0.0020760386250913143","0.004503945354372263"
"438","921","921","921","0.007771655591204763","0.0070961653254926205","0.008789549581706524","921","921","921","0.003998741484247148","0.00300258444622159","0.005473324563354254"
"439","923","923","923","0.007481546234339475","0.005856140982359648","0.009036996401846409","923","923","923","0.0036966726183891296","0.0022077583707869053","0.006126066204160452"
"440","926","926","926","0.007845577271655201","0.006500320043414831","0.009414633736014366","926","926","926","0.003761521982960403","0.002687557600438595","0.004597009159624577"
"441","928","928","928","0.007315022964030504","0.0058546895161271095","0.008223597891628742","928","928","928","0.003165085311047733","0.002354259369894862","0.0036065946333110332"
"442","930","930","930","0.0074181774165481325","0.005597039125859737","0.008865633979439735","930","930","930","0.003611195832490921","0.0026309811510145664","0.005467641167342663"
"443","932","932","932","0.007488005748018623","0.006379479076713324","0.009080035611987114","932","932","932","0.0034931665053591133","0.0023967151064425707","0.004177753813564777"
"444","934","934","934","0.007363649224862457","0.006261793430894613","0.009782670065760612","934","934","934","0.003538077767007053","0.0026460306253284216","0.005020522978156805"
"445","936","936","936","0.007534560188651085","0.006520474795252085","0.008653455413877964","936","936","936","0.003591988212428987","0.002878697821870446","0.004403846804052591"
"446","938","938","938","0.007248991215601563","0.006162095349282026","0.009203314781188965","938","938","938","0.003554568300023675","0.0023650010116398335","0.004468095954507589"
"447","940","940","940","0.007467508409172296","0.006630317773669958","0.010045702569186687","940","940","940","0.003666763263754547","0.003173352684825659","0.004355116747319698"
"448","942","942","942","0.007478671381250024","0.006731303874403238","0.008598236367106438","942","942","942","0.0038986448897048833","0.003097022185102105","0.0056615592911839485"
"449","944","944","944","0.007451651897281408","0.005953284911811352","0.009539192542433739","944","944","944","0.0036110037239268423","0.002683230210095644","0.004524820484220982"
